id_cliente,fecha,monto,z_score,conteo_1h,score,es_fraude
1,2026-01-28 22:07:32.088262,138.82045364889098,-0.15660839188029702,1.0,0,False
1,2026-01-30 01:47:32.128738,142.06983066194022,-0.1335494366983164,1.0,20,False
1,2026-01-31 04:48:32.099743,89.37479632513357,-0.5074957132324455,1.0,20,False
1,2026-01-31 14:25:32.098810,43.32633436157241,-0.8342750978199135,2.0,0,False
1,2026-02-01 11:07:32.099647,180.3047926349028,0.13778204345268102,1.0,0,False
1,2026-02-01 12:29:32.108985,245.48671948734713,0.6003405966552223,1.0,0,False
1,2026-02-01 17:38:32.108924,30.990643408369483,-0.9218143841773747,1.0,0,False
1,2026-02-02 02:34:32.084124,76.55966216106245,-0.5984373316268841,1.0,20,False
1,2026-02-02 05:45:32.099451,89.77280113642098,-0.5046713025626979,1.0,20,False
1,2026-02-04 04:42:32.122002,131.895497677113,-0.2057508117192833,1.0,20,False
1,2026-02-04 15:55:32.111400,222.74126512972546,0.43892922133007917,1.0,0,False
1,2026-02-05 07:12:32.091139,157.74761354028695,-0.022293250883985996,1.0,0,False
1,2026-02-06 03:14:32.135467,107.30177891305428,-0.38027825389087966,1.0,20,False
1,2026-02-06 05:30:32.100439,30.901132054350704,-0.9224495946476613,1.0,20,False
1,2026-02-06 09:38:32.101979,130.28778123910558,-0.2171598483255212,1.0,0,False
1,2026-02-06 19:18:32.080300,92.2426941175582,-0.48714389613136894,1.0,0,False
1,2026-02-07 08:40:32.097080,226.94605329533994,0.4687681786044277,1.0,0,False
1,2026-02-09 11:46:32.110271,118.17965781001298,-0.3030842191720213,1.0,0,False
1,2026-02-09 12:34:32.124270,538.0295808954422,2.676348613861998,1.0,0,False
1,2026-02-10 02:48:32.121046,105.9780034373935,-0.38967232519798917,1.0,20,False
1,2026-02-10 10:17:32.081501,107.16548928926532,-0.38124542277097506,1.0,0,False
1,2026-02-10 11:12:32.134405,79.10959591720238,-0.5803419219641336,1.0,0,False
1,2026-02-10 16:52:32.106272,44.99502578916932,-0.8224333568686522,1.0,0,False
1,2026-02-11 07:51:32.081938,5.056632920990025,-1.10585310394302,1.0,0,False
1,2026-02-11 15:59:32.098886,630.2292466197289,3.3306364823340036,1.0,40,False
1,2026-02-12 06:46:32.084025,162.59174707562337,0.012082771854610024,1.0,0,False
1,2026-02-12 15:51:32.128818,115.43155643933831,-0.32258591013845717,1.0,0,False
1,2026-02-14 01:15:32.126950,0.5831930261568854,-1.1375985276442364,1.0,20,False
1,2026-02-16 12:07:32.116727,223.34161293121767,0.4431895435372639,1.0,0,False
1,2026-02-17 10:02:32.081092,306.28473431156084,1.03178905380712,1.0,0,False
1,2026-02-17 10:08:32.137858,62.68265402652109,-0.6969144573495434,1.0,0,False
1,2026-02-18 01:47:32.090635,158.55586709866688,-0.016557541391516353,1.0,20,False
1,2026-02-18 01:51:32.114940,63.91492979799401,-0.6881697066874558,1.0,20,False
1,2026-02-18 04:32:32.118855,3.5745237166686135,-1.1163707784326222,1.0,20,False
1,2026-02-18 06:08:32.089020,497.6433400754096,2.389750748087136,2.0,0,False
1,2026-02-18 12:01:32.121180,46.29644050935254,-0.8131979669507201,1.0,0,False
1,2026-02-18 15:13:32.139082,223.07072739463032,0.4412672250674374,1.0,0,False
1,2026-02-18 19:15:32.109225,52.35588552113066,-0.770197579370841,2.0,0,False
1,2026-02-18 19:24:32.084591,488.9050461524107,2.327740114316966,1.0,0,False
1,2026-02-18 23:38:32.133614,22.080840041209616,-0.9850421215862766,1.0,0,False
1,2026-02-19 00:07:32.093603,174.0701745845241,0.09353855381663505,1.0,20,False
1,2026-02-19 18:50:32.080637,73.31750033720998,-0.6214450847711664,1.0,0,False
1,2026-02-20 12:54:32.084006,210.83241043453066,0.35441894579651645,1.0,0,False
1,2026-02-20 15:17:32.133846,259.0637917529882,0.6966892504490582,1.0,0,False
1,2026-02-20 17:52:32.139131,138.44899804576187,-0.15924439812711041,1.0,0,False
1,2026-02-20 23:26:32.109898,201.91818586144686,0.2911598336382885,1.0,0,False
1,2026-02-21 01:50:32.115282,265.6248267465992,0.7432491329303802,1.0,20,False
1,2026-02-21 03:03:32.123629,39.095443585274765,-0.864299290272408,1.0,20,False
1,2026-02-23 00:25:32.139291,44.35182774564317,-0.8269977625375681,1.0,20,False
1,2026-02-23 10:17:32.094077,443.6489232201967,2.0065835029993884,1.0,0,False
1,2026-02-24 18:28:32.109549,49.71536705139329,-0.7889358165179452,1.0,0,False
1,2026-02-25 23:31:32.082093,242.56248905591895,0.5795890192946102,1.0,0,False
1,2026-02-26 10:17:32.096306,191.64567875182126,0.21826177345746944,1.0,0,False
2,2026-01-28 16:43:32.083219,65.53862477951891,-0.6070443320199882,1.0,0,False
2,2026-01-28 21:50:32.119971,106.79595741525863,-0.4291994103460112,1.0,0,False
2,2026-01-28 23:11:32.081436,244.9429559752721,0.16630060307748387,1.0,0,False
2,2026-01-29 03:51:32.112319,230.3868731383884,0.1035547771448839,1.0,20,False
2,2026-01-29 06:43:32.079405,397.5145812394728,0.8239797842390375,1.0,0,False
2,2026-01-29 14:07:32.111130,82.5677354302117,-0.5336382086385064,1.0,0,False
2,2026-01-29 15:03:32.120950,362.4696169063733,0.6729140575253247,1.0,0,False
2,2026-01-29 18:16:32.081521,99.05398455873751,-0.4625721581294518,1.0,0,False
2,2026-01-30 23:53:32.108653,20.40184140668074,-0.801612114053572,1.0,0,False
2,2026-01-31 01:01:32.079777,786.8084342441505,2.5020799029995695,1.0,20,False
2,2026-02-01 04:37:32.098279,36.32232633013383,-0.7329848613123097,1.0,20,False
2,2026-02-01 11:42:32.137186,17.63250558448202,-0.8135496844422409,1.0,0,False
2,2026-02-01 16:54:32.100407,289.79898593592753,0.35965816221468766,1.0,0,False
2,2026-02-02 15:44:32.124968,215.38428156602185,0.03888421914611281,1.0,0,False
